,agk-corretora,aymore,baluarte-corretora,banco-bmfbovespa,banco-bradesco,banco-cacique,banco-citibank,banco-da-amazonia,banco-do-brasil,banco-hsbc,banco-indusval,banco-maxima,banco-pecunia,banco-provincia,banco-safra,banco-santander,banrisul,caixa-economica-federal,concordia-commodities,dascam-corretora,dibran,direcao,elite-corretora,ffa,fourtrade-corretora,guide-investimentos,guitta-corretora,hcommcor,intercam-corretora,itau-unibanco,jalves-corretora,jbcred,lerosa-corretora,levycam-corretora,luizacred,magliano-corretora,ngo-associados-corretora,novinvest-corretora,om-corretora,parmetal,shayata-corretora,solidez-corretora,spinelli-corretora,torre-corretora,turiscam-corretora,valor,vision-corretora,walpires-corretora
AGENCIA,1,1,1,1,25,1,3,1,30,6,1,1,1,1,4,15,1,13,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
